id,position
7,95
14,95
21,118
28,72
35,72
42,118
49,72
56,118
63,118
70,118
77,72
84,72
91,118
98,95
105,118
112,118
119,118
126,118
133,72
140,95
147,72
154,72
161,95
168,118
175,72
182,95
189,95
196,72
203,118
210,118
217,72
224,95
231,118
238,118
245,72
252,118
259,72
266,118
273,95
280,72
287,72
294,118
301,72
308,72
315,118
322,72
329,95
336,118
343,118
350,118
357,118
364,118
371,118
378,72
385,72
392,72
399,72
406,72
413,72
420,72
427,118
434,95
441,72
448,118
455,118
462,72
469,72
476,113
483,72
490,72
497,72
504,72
511,72
518,72
525,72
532,118
539,72
546,72
553,72
560,72
567,72
574,72
581,72
588,72
595,72
602,72
609,72
616,72
623,72
630,72
637,72
644,72
651,72
658,118
665,72
672,72
679,118
686,118
693,118
700,72
707,72
714,72
721,72
728,72
735,118
742,72
749,118
756,72
763,72
770,72
777,72
784,72
791,72
798,72
805,72
812,108
819,72
826,144
833,144
840,110
847,72
854,72
861,72
868,72
875,118
882,72
889,72
896,72
903,72
910,72
917,117
924,72
931,72
938,72
945,72
952,72
959,104
966,72
973,72
980,72
987,72
994,72
1001,72
1008,72
1015,72
1022,72
1029,72
1036,72
1043,72
1050,72
1057,72
1064,72
1071,72
1078,72
1085,72
1092,72
1099,72
1106,95
1113,118
1120,72
1127,118
1134,118
1141,118
1148,72
1155,118
1162,118
1169,95
1176,72
1183,95
1190,72
1197,72
1204,118
1211,118
1218,118
1225,118
1232,118
1239,118
1246,118
1253,118
1260,95
1267,95
1274,118
1281,118
1288,118
1295,118
1302,118
1309,118
1316,118
1323,118
1330,113
1337,118
1344,72
1351,72
1358,95
1365,118
1372,72
1379,72
1386,72
1393,118
1400,95
1407,118
1414,118
1421,118
1428,72
1435,72
1442,72
1449,72
1456,72
1463,118
1470,72
1477,118
1484,72
1491,118
1498,118
1505,118
1512,72
1519,72
1526,95
1533,72
1540,72
1547,72
1554,72
1561,118
1568,118
1575,95
1582,118
1589,118
1596,72
1603,72
1610,72
1617,72
1624,72
1631,118
1638,72
1645,72
1652,95
1659,95
1666,72
1673,144
1680,72
1687,72
1694,108
1701,118
1708,108
1715,113
1722,104
1729,104
1736,72
1743,72
1750,72
1757,72
1764,72
1771,144
1778,113
1785,72
1792,72
1799,72
1806,72
1813,118
1820,72
1827,118
1834,72
1841,95
1848,72
1855,72
1862,72
1869,72
1876,72
1883,108
1890,72
1897,118
1904,72
1911,72
1918,108
1925,108
1932,108
1939,108
1946,72
1953,72
1960,118
1967,118
1974,72
1981,72
1988,72
1995,72
2002,72
2009,72
2016,118
2023,72
2030,72
2037,72
2044,72
2051,118
2058,72
2065,72
2072,72
2079,108
2086,72
2093,72
2100,72
2107,72
2114,118
2121,118
2128,72
2135,72
2142,118
2149,72
2156,72
2163,72
2170,72
2177,72
2184,118
2191,118
2198,108
2205,72
2212,72
2219,72
2226,72
2233,72
2240,72
2247,72
2254,118
2261,72
2268,72
2275,72
2282,118
2289,72
2296,72
2303,72
2310,72
2317,72
2324,72
2331,72
2338,72
2345,72
2352,108
2359,72
2366,72
2373,72
2380,72
2387,72
2394,72
2401,72
2408,118
2415,95
2422,104
2429,118
2436,95
2443,72
2450,118
2457,95
2464,72
2471,72
2478,72
2485,72
2492,72
2499,118
2506,72
2513,72
2520,72
2527,72
2534,72
2541,72
2548,72
2555,72
2562,72
2569,72
2576,72
2583,72
2590,72
2597,72
2604,72
2611,72
2618,87
2625,72
2632,72
2639,72
2646,72
2653,76
2660,72
2667,72
2674,72
2681,70
2688,72
2695,72
2702,72
2709,72
2716,72
2723,72
2730,72
2737,72
2744,72
2751,76
2758,72
2765,72
2772,72
2779,72
2786,72
2793,72
2800,87
2807,110
2814,72
2821,72
2828,110
2835,72
2842,-140
2849,72
2856,72
2863,72
2870,72
2877,72
2884,72
2891,72
2898,72
2905,72
2912,72
2919,113
2926,72
2933,72
2940,72
2947,72
2954,72
2961,72
2968,72
2975,72
2982,110
2989,72
2996,72
3003,72
3010,72
3017,72
3024,72
3031,72
3038,72
3045,72
3052,95
3059,72
3066,72
3073,108
3080,104
3087,76
3094,72
3101,113
3108,109
3115,113
3122,109
3129,113
3136,128
3143,128
3150,76
3157,109
3164,108
3171,113
3178,109
3185,72
3192,76
3199,72
3206,87
3213,87
3220,76
3227,76
3234,113
3241,72
3248,72
3255,72
3262,72
3269,72
3276,72
3283,72
3290,72
3297,72
3304,76
3311,108
3318,108
3325,104
3332,109
3339,76
3346,113
3353,128
3360,109
3367,117
3374,117
3381,104
3388,72
3395,110
3402,110
3409,110
3416,110
3423,108
3430,108
3437,108
3444,110
3451,110
3458,108
3465,104
3472,72
3479,132
3486,113
3493,117
3500,117
3507,72
3514,72
3521,72
3528,72
3535,72
3542,139
3549,118
3556,128
3563,128
3570,72
3577,110
3584,110
3591,72
3598,128
3605,113
3612,128
3619,128
3626,110
3633,72
3640,-140
3647,72
3654,-140
3661,72
3668,72
3675,113
3682,110
3689,104
3696,113
3703,110
3710,104
3717,119
3724,104
3731,110
3738,110
3745,139
3752,144
3759,139
3766,110
3773,113
3780,108
3787,72
3794,72
3801,104
3808,94
3815,87
3822,72
3829,113
3836,72
3843,119
3850,72
3857,144
3864,144
3871,72
3878,118
3885,118
3892,72
3899,70
3906,72
3913,104
3920,121
3927,76
3934,72
3941,76
3948,76
3955,72
3962,76
3969,72
3976,113
3983,72
3990,72
3997,104
4004,117
4011,104
4018,72
4025,72
4032,72
4039,72
4046,87
4053,72
4060,72
4067,110
4074,94
4081,94
4088,72
4095,72
4102,72
4109,110
4116,117
4123,72
4130,104
4137,72
4144,72
4151,104
4158,72
4165,72
4172,72
4179,72
4186,110
4193,110
4200,117
4207,72
4214,72
4221,110
4228,110
4235,110
4242,139
4249,72
4256,119
4263,109
4270,109
4277,117
4284,121
4291,72
4298,87
4305,72
4312,119
4319,121
4326,117
4333,72
4340,109
4347,121
4354,72
4361,121
4368,144
4375,72
4382,72
4389,110
4396,117
4403,139
4410,139
4417,72
4424,72
4431,117
4438,72
4445,72
4452,72
4459,72
4466,110
4473,72
4480,72
4487,72
4494,72
4501,72
4508,87
4515,76
4522,72
4529,72
4536,110
4543,110
4550,72
4557,72
4564,72
4571,110
4578,72
4585,72
4592,72
4599,72
4606,110
4613,72
4620,72
4627,128
4634,72
4641,72
4648,72
4655,72
4662,110
4669,72
4676,113
4683,-140
4690,-140
4697,128
4704,72
4711,113
4718,128
4725,72
4732,72
4739,72
4746,72
4753,72
4760,72
4767,72
4774,72
4781,110
4788,72
4795,110
4802,110
4809,113
4816,110
4823,72
4830,72
4837,72
4844,72
4851,113
4858,72
4865,72
4872,72
4879,72
4886,72
4893,72
4900,72
4907,72
4914,72
4921,72
4928,72
4935,72
4942,72
4949,72
4956,72
4963,128
4970,-140
4977,-140
4984,128
4991,104
4998,113
5005,70
5012,113
5019,82
5026,82
5033,82
5040,113
5047,82
5054,82
5061,72
5068,88
5075,87
5082,72
5089,113
5096,72
5103,113
5110,113
5117,72
5124,72
5131,113
5138,72
5145,113
5152,113
5159,72
5166,87
5173,72
5180,113
5187,113
5194,87
5201,72
5208,72
5215,72
5222,72
5229,72
5236,72
5243,72
5250,72
5257,72
5264,113
5271,72
5278,113
5285,72
5292,72
5299,72
5306,72
5313,108
5320,72
5327,72
5334,72
5341,72
5348,72
5355,72
5362,132
5369,72
5376,72
5383,72
5390,110
5397,72
5404,110
5411,72
5418,72
5425,72
5432,72
5439,72
5446,-140
5453,-140
5460,110
5467,-140
5474,72
5481,72
5488,72
5495,119
5502,72
5509,113
5516,113
5523,108
5530,108
5537,113
5544,108
5551,113
5558,108
5565,108
5572,72
5579,113
5586,113
5593,113
5600,113
5607,104
5614,72
5621,113
5628,88
5635,113
5642,72
5649,-140
5656,72
5663,113
5670,104
5677,113
5684,104
5691,110
5698,72
5705,104
5712,109
5719,72
5726,108
5733,104
5740,113
5747,113
5754,-140
5761,72
5768,72
5775,104
5782,94
5789,94
5796,113
5803,113
5810,108
5817,113
5824,104
5831,72
5838,113
5845,104
5852,113
5859,72
5866,113
5873,113
5880,113
5887,113
5894,72
5901,72
5908,72
5915,93
5922,93
5929,113
5936,118
5943,104
5950,72
5957,113
5964,108
5971,113
5978,72
5985,110
5992,121
5999,113
6006,72
6013,72
6020,72
6027,108
6034,72
6041,109
6048,72
6055,72
6062,72
6069,72
6076,72
6083,72
6090,113
6097,72
6104,113
6111,113
6118,118
6125,113
6132,113
6139,113
6146,113
6153,118
6160,118
6167,113
6174,104
6181,118
6188,118
6195,72
6202,108
6209,113
6216,72
6223,95
6230,113
6237,113
6244,104
6251,95
6258,118
6265,104
6272,72
6279,95
6286,113
6293,113
6300,113
6307,108
6314,108
6321,108
6328,72
6335,113
6342,108
6349,94
6356,104
6363,121
6370,113
6377,113
6384,117
6391,117
6398,117
6405,72
6412,72
6419,104
6426,113
6433,108
6440,118
6447,118
6454,108
6461,113
6468,72
6475,113
6482,118
6489,113
6496,72
6503,72
6510,72
6517,72
6524,72
6531,95
6538,109
6545,113
6552,94
6559,113
6566,113
6573,72
6580,118
6587,113
6594,72
6601,72
6608,95
6615,72
6622,95
6629,72
6636,118
6643,94
6650,113
6657,113
6664,108
6671,93
6678,95
6685,72
6692,118
6699,118
6706,113
6713,95
6720,108
6727,72
6734,72
6741,72
6748,108
6755,118
6762,118
6769,72
6776,72
6783,72
6790,94
6797,108
6804,113
6811,113
6818,72
6825,82
6832,113
6839,113
6846,113
6853,72
6860,82
6867,113
6874,118
6881,72
6888,108
6895,118
6902,113
6909,72
6916,113
6923,113
6930,82
6937,72
6944,113
6951,95
6958,72
6965,72
6972,108
6979,72
6986,72
6993,113
7000,113
7007,72
7014,72
7021,108
7028,72
7035,118
7042,72
7049,118
7056,72
7063,72
7070,72
7077,72
7084,95
7091,72
7098,72
7105,108
7112,72
7119,72
7126,95
7133,108
7140,72
7147,72
7154,72
7161,161
7168,72
7175,113
7182,113
7189,95
7196,72
7203,72
7210,72
7217,144
7224,93
7231,93
7238,72
7245,113
7252,113
7259,113
7266,94
7273,72
7280,72
7287,113
7294,72
7301,72
7308,72
7315,72
7322,113
7329,113
7336,72
7343,72
7350,72
7357,72
7364,72
7371,72
7378,94
7385,93
7392,139
7399,72
7406,72
7413,72
7420,72
7427,72
7434,72
7441,72
7448,118
7455,108
7462,72
7469,72
7476,113
7483,113
7490,113
7497,113
7504,113
7511,72
7518,72
7525,113
7532,104
7539,72
7546,113
7553,72
7560,113
7567,72
7574,72
7581,72
7588,72
7595,95
7602,108
7609,72
7616,108
7623,95
7630,72
7637,104
7644,108
7651,72
7658,72
7665,72
7672,72
7679,110
7686,72
7693,72
7700,110
7707,117
7714,72
7721,72
7728,110
7735,113
7742,128
7749,72
7756,72
7763,72
7770,72
7777,72
7784,144
7791,117
7798,113
7805,72
7812,72
7819,72
7826,108
7833,72
7840,95
7847,72
7854,72
7861,95
7868,72
7875,72
7882,72
7889,72
7896,72
7903,144
7910,104
7917,72
7924,72
7931,72
7938,95
7945,118
7952,118
7959,108
7966,108
7973,117
7980,95
7987,109
7994,72
8001,95
8008,104
8015,95
8022,95
8029,95
8036,72
8043,95
8050,70
8057,72
8064,144
8071,113
8078,113
8085,95
8092,95
8099,95
8106,119
8113,72
8120,72
8127,95
8134,108
8141,118
8148,104
8155,139
8162,139
8169,72
8176,118
8183,108
8190,72
8197,113
8204,72
8211,108
8218,118
8225,95
8232,95
8239,118
8246,108
8253,104
8260,104
8267,72
8274,72
8281,95
8288,72
8295,104
8302,72
8309,113
8316,104
8323,113
8330,117
8337,113
8344,118
8351,72
8358,104
8365,95
8372,72
8379,72
8386,113
8393,72
8400,95
8407,95
8414,113
8421,72
8428,109
8435,72
8442,108
8449,108
8456,72
8463,108
8470,108
8477,108
8484,72
8491,72
8498,72
8505,110
8512,72
8519,72
8526,95
8533,72
8540,95
8547,139
8554,113
8561,128
8568,72
8575,118
8582,95
8589,72
8596,104
8603,72
8610,72
8617,104
8624,72
8631,113
8638,108
8645,72
8652,118
8659,95
8666,113
8673,121
8680,139
8687,139
8694,144
8701,198
8708,72
8715,95
8722,108
8729,95
8736,95
8743,95
8750,72
8757,113
8764,95
8771,104
8778,72
8785,95
8792,95
8799,95
8806,72
8813,72
8820,72
8827,94
8834,93
8841,72
8848,95
8855,72
8862,72
8869,72
8876,95
8883,72
8890,72
8897,72
8904,72
8911,118
8918,108
8925,104
8932,104
8939,72
8946,72
8953,72
8960,72
8967,72
8974,72
8981,72
8988,72
8995,72
9002,110
9009,118
9016,72
9023,118
9030,118
9037,72
9044,95
9051,108
9058,118
9065,118
9072,95
9079,118
9086,108
9093,108
9100,118
9107,118
9114,95
9121,118
9128,72
9135,72
9142,72
9149,72
9156,72
9163,72
9170,72
9177,72
9184,104
9191,110
9198,110
9205,121
9212,110
9219,72
9226,72
9233,94
9240,117
9247,95
9254,95
9261,72
9268,72
9275,117
9282,113
9289,82
9296,82
9303,82
9310,82
9317,82
9324,128
9331,139
9338,72
9345,72
9352,72
9359,95
9366,72
9373,72
9380,108
9387,95
9394,72
9401,108
9408,108
9415,108
9422,72
9429,72
9436,72
9443,72
9450,118
9457,72
9464,72
9471,108
9478,72
9485,110
9492,110
9499,72
9506,72
9513,110
9520,72
9527,72
9534,72
9541,72
9548,72
9555,117
9562,72
9569,72
9576,72
9583,110
9590,121
9597,110
9604,72
9611,72
9618,72
9625,72
9632,72
9639,72
9646,72
9653,110
9660,95
9667,72
9674,110
9681,72
9688,72
9695,95
9702,72
9709,95
9716,72
9723,72
9730,108
9737,72
9744,72
9751,72
9758,72
9765,72
9772,72
9779,104
9786,72
9793,72
9800,144
9807,72
9814,144
9821,72
9828,72
9835,72
9842,72
9849,72
9856,95
9863,72
9870,72
9877,108
9884,72
9891,72
9898,95
9905,108
9912,72
9919,72
9926,72
9933,72
9940,95
9947,72
9954,72
9961,72
9968,104
9975,72
9982,72
9989,72
9996,108
10003,72
10010,72
10017,72
10024,72
10031,144
10038,72
10045,72
10052,108
10059,72
10066,72
10073,72
10080,72
10087,95
10094,95
10101,72
10108,144
10115,72
10122,72
10129,72
10136,72
10143,72
10150,72
10157,121
10164,72
10171,72
10178,72
10185,72
10192,72
10199,72
10206,72
10213,110
10220,72
10227,113
10234,113
10241,72
10248,104
10255,118
10262,72
10269,72
10276,72
10283,113
10290,113
10297,72
10304,72
10311,72
10318,72
10325,72
10332,72
10339,72
10346,72
10353,72
10360,110
10367,72
10374,110
10381,113
10388,108
10395,72
10402,72
10409,95
10416,72
10423,72
10430,72
10437,72
10444,109
10451,94
10458,93
10465,94
10472,113
10479,113
10486,95
10493,113
10500,72
10507,72
10514,72
10521,95
10528,72
10535,72
10542,108
10549,108
10556,108
10563,72
10570,72
10577,72
10584,108
10591,108
10598,108
10605,113
10612,72
10619,72
10626,72
10633,72
10640,113
10647,113
10654,72
10661,72
10668,72
10675,113
10682,113
10689,113
10696,104
10703,108
10710,108
10717,108
10724,72
10731,72
10738,72
10745,72
10752,72
10759,113
10766,72
10773,113
10780,72
10787,72
10794,72
10801,72
10808,108
10815,113
10822,108
10829,113
10836,113
10843,72
10850,72
10857,72
10864,110
10871,72
10878,72
10885,108
10892,72
10899,110
10906,72
10913,72
10920,117
10927,113
10934,72
10941,72
10948,72
10955,72
10962,72
10969,110
10976,108
10983,72
10990,72
10997,104
11004,72
11011,72
11018,72
11025,72
11032,108
11039,113
11046,113
11053,72
11060,72
11067,72
11074,110
11081,72
11088,72
11095,108
11102,108
11109,108
11116,113
11123,72
11130,113
11137,113
11144,113
11151,72
11158,72
11165,72
11172,113
11179,72
11186,113
11193,113
11200,104
11207,113
11214,113
11221,113
11228,113
11235,113
11242,113
11249,72
11256,72
11263,95
11270,94
11277,72
11284,118
11291,95
11298,72
11305,72
11312,72
11319,82
11326,72
11333,72
11340,72
11347,72
11354,72
11361,72
11368,72
11375,72
11382,72
11389,72
11396,113
11403,72
11410,72
11417,72
11424,72
11431,72
11438,72
11445,72
11452,72
11459,113
11466,108
11473,72
11480,72
11487,108
11494,113
11501,72
11508,72
11515,108
11522,108
11529,72
11536,72
11543,108
11550,72
11557,72
11564,72
11571,72
11578,72
11585,72
11592,108
11599,72
11606,113
11613,72
11620,113
11627,113
11634,95
11641,118
11648,118
11655,95
11662,113
11669,95
11676,118
11683,113
11690,113
11697,104
11704,104
11711,110
11718,108
11725,110
11732,113
11739,113
11746,113
11753,108
11760,88
11767,113
11774,118
11781,95
11788,72
11795,108
11802,108
11809,82
11816,94
11823,113
11830,72
11837,117
11844,118
11851,118
11858,104
11865,118
11872,95
11879,108
11886,72
11893,118
11900,108
11907,72
11914,113
11921,95
11928,117
11935,95
11942,113
11949,113
11956,72
11963,72
11970,72
11977,72
11984,95
11991,108
11998,95
12005,95
12012,113
12019,109
12026,121
12033,121
12040,104
12047,110
12054,104
12061,104
12068,72
12075,110
12082,72
12089,72
12096,118
12103,72
12110,88
12117,118
12124,139
12131,88
12138,72
12145,72
12152,72
12159,72
12166,72
12173,113
12180,72
12187,108
12194,113
12201,108
12208,72
12215,72
12222,72
12229,72
12236,72
12243,72
12250,108
12257,108
12264,110
12271,72
12278,72
12285,113
12292,113
12299,113
12306,108
12313,108
12320,72
12327,72
12334,72
12341,72
12348,72
12355,72
12362,72
12369,113
12376,72
12383,72
12390,72
12397,72
12404,72
12411,72
12418,72
12425,113
12432,113
12439,72
12446,72
12453,72
12460,95
12467,72
12474,72
12481,113
12488,72
12495,72
12502,72
12509,72
12516,113
12523,108
12530,72
12537,72
12544,72
12551,72
12558,72
12565,72
12572,72
12579,108
12586,72
12593,72
12600,72
12607,72
12614,72
12621,72
12628,113
12635,104
12642,108
12649,72
12656,95
12663,-93
12670,113
12677,113
12684,117
12691,82
12698,113
12705,113
12712,72
12719,113
12726,110
12733,113
12740,121
12747,113
12754,104
12761,72
12768,72
12775,72
12782,113
12789,72
12796,72
12803,110
12810,72
12817,110
12824,113
12831,108
12838,113
12845,72
12852,113
12859,113
12866,84
12873,113
12880,104
12887,113
12894,72
12901,113
12908,74
12915,113
12922,113
12929,108
12936,113
12943,113
12950,113
12957,74
12964,113
12971,72
12978,-140
12985,72
12992,72
12999,72
13006,-140
13013,72
13020,113
13027,113
13034,113
13041,108
13048,108
13055,72
13062,113
13069,113
13076,113
13083,21
13090,113
13097,113
13104,108
13111,108
13118,84
13125,94
13132,94
13139,93
13146,72
13153,-87
13160,72
13167,95
13174,113
13181,113
13188,72
13195,-87
13202,113
13209,113
13216,113
13223,113
13230,108
13237,113
13244,113
13251,113
13258,84
13265,-87
13272,113
13279,113
13286,108
13293,113
13300,113
13307,113
13314,113
13321,113
13328,113
13335,113
13342,72
13349,72
13356,113
13363,113
13370,108
13377,113
13384,108
13391,72
13398,72
13405,72
13412,72
13419,113
13426,108
13433,113
13440,72
13447,-87
13454,72
13461,72
13468,72
13475,72
13482,72
13489,113
13496,118
13503,-87
13510,113
13517,113
13524,72
13531,93
13538,109
13545,113
13552,108
13559,104
13566,113
13573,88
13580,113
13587,70
13594,113
13601,108
13608,113
13615,82
13622,108
13629,70
13636,72
13643,72
13650,113
13657,113
13664,93
13671,93
13678,94
13685,113
13692,113
13699,113
13706,113
13713,70
13720,113
13727,113
13734,72
13741,113
13748,113
13755,113
13762,72
13769,113
13776,72
13783,72
13790,94
13797,95
13804,113
13811,70
13818,72
13825,113
13832,113
13839,72
13846,113
13853,72
13860,72
13867,110
13874,-87
13881,72
13888,72
13895,113
13902,121
13909,72
13916,72
13923,72
13930,72
13937,72
13944,72
13951,113
13958,72
13965,72
13972,72
13979,72
13986,72
13993,72
14000,72
14007,72
14014,72
14021,113
14028,104
14035,113
14042,72
14049,72
14056,113
14063,87
14070,110
14077,72
14084,72
14091,72
14098,113
14105,113
14112,113
14119,-87
14126,87
14133,117
14140,113
14147,113
14154,108
14161,113
14168,113
14175,117
14182,72
14189,72
14196,72
14203,72
14210,72
14217,87
14224,121
14231,117
14238,72
14245,72
14252,72
14259,72
14266,113
14273,117
14280,113
14287,72
14294,113
14301,72
14308,117
14315,72
14322,72
14329,121
14336,121
14343,117
14350,72
14357,113
14364,113
14371,104
14378,72
14385,72
14392,72
14399,72
14406,117
14413,113
14420,72
14427,-140
14434,72
14441,72
14448,72
14455,72
14462,72
14469,113
14476,72
14483,72
14490,72
14497,72
14504,72
14511,95
14518,72
14525,117
14532,117
14539,72
14546,72
14553,72
14560,113
14567,110
14574,110
14581,109
14588,104
14595,121
14602,110
14609,72
14616,72
14623,-87
14630,-87
14637,113
14644,70
14651,-87
14658,-87
14665,72
14672,-87
14679,-87
14686,109
14693,72
14700,94
14707,94
14714,72
14721,-87
14728,104
14735,72
14742,113
14749,72
14756,113
14763,72
14770,-87
14777,72
14784,72
14791,113
14798,72
14805,104
14812,109
14819,72
14826,104
14833,104
14840,109
14847,108
14854,113
14861,72
14868,-87
14875,72
14882,113
14889,104
14896,110
14903,104
14910,104
14917,104
14924,117
14931,113
14938,72
14945,72
14952,72
14959,72
14966,93
14973,110
14980,72
14987,72
14994,121
15001,110
15008,113
15015,110
15022,-87
15029,72
15036,-87
15043,110
15050,113
15057,109
15064,113
15071,72
15078,72
15085,72
15092,72
15099,72
15106,72
15113,109
15120,72
15127,72
15134,72
15141,-87
15148,-87
15155,-87
15162,-87
15169,72
15176,72
15183,72
15190,104
15197,72
15204,72
15211,72
15218,113
15225,113
15232,113
15239,109
15246,113
15253,113
15260,110
15267,113
15274,72
15281,72
15288,72
15295,72
15302,72
15309,82
15316,72
15323,72
15330,72
15337,108
15344,72
15351,72
15358,72
15365,72
15372,72
15379,72
15386,72
15393,72
15400,72
15407,117
15414,72
15421,-87
15428,72
15435,72
15442,72
15449,-87
15456,72
15463,72
15470,72
15477,113
15484,72
15491,72
15498,72
15505,72
15512,110
15519,72
15526,104
15533,72
15540,72
15547,113
15554,113
15561,104
15568,121
15575,72
15582,72
15589,72
15596,72
15603,72
15610,-87
15617,72
15624,117
15631,121
15638,72
15645,72
15652,72
15659,72
15666,110
15673,72
15680,72
15687,107
15694,72
15701,113
15708,104
15715,72
15722,72
15729,72
15736,-87
15743,110
15750,72
15757,72
15764,72
15771,72
15778,107
15785,-140
15792,113
15799,72
15806,113
15813,72
15820,113
15827,104
15834,94
15841,113
15848,113
15855,113
15862,113
15869,108
15876,113
15883,113
15890,113
15897,113
15904,-87
15911,104
15918,113
15925,113
15932,113
15939,110
